Date,Israeli_Lines_MWs,Gaza_Power_Plant_MWs,Egyptian_Lines_MWs,Total_daily_Supply_available_in_MWs,Overall_demand_in_MWs,Power_Cuts_hours_day_400mg,Temp
7/27/2020,120,57,0,177,454,10,31
7/28/2020,120,59,0,179,447,10,30
7/29/2020,120,59,0,179,453,10,31
7/30/2020,120,59,0,179,442,10,32
7/31/2020,120,59,0,179,390,10,30
8/1/2020,120,57,0,177,369,12,30
8/2/2020,120,60,0,180,372,12,30
8/3/2020,120,60,0,180,407,11,30
8/4/2020,120,60,0,180,438,10,30
8/5/2020,120,63,0,183,436,10,29
8/6/2020,120,63,0,183,433,10,29
8/7/2020,120,63,0,183,376,10,30
8/8/2020,120,64,0,184,433,10,30
8/9/2020,120,64,0,184,437,10,29
8/10/2020,120,44,0,164,479,9,29
8/11/2020,120,41,0,161,459,9,29
8/12/2020,120,60,0,180,454,10,29
8/13/2020,120,60,0,180,426,10,30
8/14/2020,120,60,0,180,384,11,30
8/15/2020,120,64,0,184,442,10,30
8/16/2020,120,65,0,185,441,10,31
8/17/2020,120,63,0,183,438,10,31
8/18/2020,120,0,0,120,557,6,30
8/19/2020,120,0,0,120,599,6,29
8/20/2020,120,0,0,120,614,6,29
8/21/2020,120,0,0,120,582,6,29
8/22/2020,120,0,0,120,620,6,29
8/23/2020,120,0,0,120,565,6,30
8/24/2020,120,0,0,120,542,6,30
8/25/2020,120,0,0,120,601,6,30
8/26/2020,120,0,0,120,556,6,30
8/27/2020,120,0,0,120,563,6,31
8/28/2020,120,0,0,120,530,6,32
8/29/2020,120,0,0,120,576,6,35
8/30/2020,120,0,0,120,612,6,36
8/31/2020,120,0,0,120,594,6,35
9/1/2020,120,65,0,185,450,11,35
9/2/2020,120,65,0,185,419,11,35
9/3/2020,120,65,0,185,438,11,36
9/4/2020,120,65,0,185,407,11,38
9/5/2020,120,65,0,185,451,11,37
9/6/2020,120,65,0,185,435,11,35
9/7/2020,120,65,0,185,444,11,35
9/8/2020,120,65,0,185,441,11,35
9/9/2020,120,65,0,185,468,11,36
9/10/2020,120,65,0,185,462,11,35
9/11/2020,120,65,0,185,418,11,34
9/12/2020,120,65,0,185,469,11,34
9/13/2020,120,65,0,185,456,11,34
9/14/2020,120,65,0,185,456,11,34
9/15/2020,120,65,0,185,456,11,33
9/16/2020,120,65,0,185,455,11,34
9/17/2020,120,65,0,185,457,11,33
9/18/2020,120,65,0,185,415,11,33
9/19/2020,120,65,0,185,460,11,31
9/20/2020,120,65,0,185,462,11,31
9/21/2020,120,68,0,188,463,11,30
9/22/2020,120,68,0,188,437,11,30
9/23/2020,120,68,0,188,432,11,30
9/24/2020,120,68,0,188,426,11,30
9/25/2020,120,68,0,188,367,11,29
9/26/2020,120,68,0,188,430,11,29
9/27/2020,120,68,0,188,412,12,31
9/28/2020,120,68,0,188,432,12,32
9/29/2020,120,68,0,188,435,12,32
9/30/2020,120,68,0,188,446,12,31
10/1/2020,120,68,0,188,432,13,30
10/2/2020,120,68,0,188,352,13,29
10/3/2020,120,68,0,188,399,13,29
10/4/2020,120,68,0,188,402,13,29
10/5/2020,120,68,0,188,396,13,30
10/6/2020,120,68,0,188,398,13,32
10/7/2020,120,68,0,188,402,13,34
10/8/2020,120,68,0,188,427,13,35
10/9/2020,120,68,0,188,389,13,35
10/10/2020,120,68,0,188,429,13,34
10/11/2020,120,68,0,188,432,13,31
10/12/2020,120,68,0,188,410,13,29
10/13/2020,108,69,0,177,396,13,29
10/14/2020,120,68,0,188,392,13,29
10/15/2020,120,68,0,188,433,13,28
10/16/2020,120,68,0,188,341,13,29
10/17/2020,120,68,0,188,375,13,29
10/18/2020,120,68,0,188,400,13,30
10/19/2020,120,68,0,188,411,13,30
10/20/2020,120,68,0,188,415,13,29
10/21/2020,120,68,0,188,432,13,29
10/22/2020,120,68,0,188,410,13,29
10/23/2020,120,68,0,188,370,13,28
10/24/2020,120,68,0,188,423,13,28
10/25/2020,120,68,0,188,433,13,29
10/26/2020,120,68,0,188,446,13,31
10/27/2020,120,68,0,188,420,13,30
10/28/2020,120,64,0,184,414,13,30
10/29/2020,120,64,0,184,415,13,29
10/30/2020,120,64,0,184,368,13,29
10/31/2020,120,64,0,184,402,13,29
11/1/2020,120,64,0,184,391,13,28
11/2/2020,120,64,0,184,418,13,26
11/3/2020,120,64,0,184,368,13,25
11/4/2020,120,68,0,188,379,14,24
11/5/2020,120,68,0,188,377,14,24
11/6/2020,120,68,0,188,327,15,23
11/7/2020,120,68,0,188,359,14,24
11/8/2020,120,68,0,188,377,14,25
11/9/2020,96,68,0,164,376,14,25
11/10/2020,96,68,0,164,399,14,26
11/11/2020,96,68,0,164,414,14,25
11/12/2020,120,68,0,188,345,14,24
11/13/2020,120,68,0,188,328,15,26
11/14/2020,120,68,0,188,341,15,26
11/15/2020,120,68,0,188,340,15,24
11/16/2020,120,68,0,188,354,14,23
11/17/2020,120,68,0,188,339,15,23
11/18/2020,108,68,0,176,353,14,25
11/19/2020,120,73,0,193,344,14,24
11/20/2020,120,73,0,193,352,14,22
11/21/2020,120,73,0,193,351,14,21
11/22/2020,120,73,0,193,347,14,22
11/23/2020,120,73,0,193,384,14,22
11/24/2020,120,73,0,193,412,14,22
11/25/2020,120,73,0,193,395,14,23
11/26/2020,120,73,0,193,446,14,20
11/27/2020,120,73,0,193,379,14,22
11/28/2020,120,73,0,193,426,14,21
11/29/2020,120,73,0,193,386,15,21
11/30/2020,120,73,0,193,394,15,21
12/1/2020,120,73,0,193,388,14,21
12/2/2020,120,73,0,193,403,14,22
12/3/2020,120,73,0,193,383,14,21
12/4/2020,120,73,0,193,373,15,22
12/5/2020,120,73,0,193,411,14,20
12/6/2020,120,73,0,193,433,14,19
12/7/2020,120,73,0,193,458,14,22
12/8/2020,120,73,0,193,426,14,20
12/9/2020,120,73,0,193,398,14,22
12/10/2020,120,77,0,197,423,14,22
12/11/2020,120,77,0,197,400,14,25
12/12/2020,120,77,0,197,451,14,23
12/13/2020,120,77,0,197,422,14,25
12/14/2020,120,77,0,197,445,14,22
12/15/2020,120,77,0,197,458,14,19
12/16/2020,120,77,0,197,525,14,18
12/17/2020,120,77,0,197,511,14,16
12/18/2020,120,77,0,197,425,14,17
12/19/2020,129,90.6,0,210.6,374,15,19
12/20/2020,120,77,0,197,391,14,20
12/21/2020,120,77,0,197,403,14,20
12/22/2020,120,77,0,197,456,14,18
12/23/2020,120,77,0,197,466,14,17
12/24/2020,120,77,0,197,430,14,18
12/25/2020,120,77,0,197,414,14,19
12/26/2020,120,77,0,197,431,14,19
12/27/2020,120,77,0,197,416,14,19
12/28/2020,108,71.5,0,179,415,14,19
12/29/2020,120,77,0,197,466,14,20
12/30/2020,120,77,0,197,423,14,22
12/31/2020,120,77,0,197,419,14,22
1/1/2021,120,77,0,197,434,14,22
1/2/2021,120,77,0,197,423,14,22
1/3/2021,120,52.2,0,172.2,461,14,22
1/4/2021,120,77,0,197,436,14,23
1/5/2021,120,77,0,197,442,14,21
1/6/2021,120,77,0,197,450.6,14,20
1/7/2021,120,77,0,197,456.6,14,23
1/8/2021,120,77,0,197,388,15,23
1/9/2021,120,77,0,197,427.8,14,22
1/10/2021,120,77,0,197,425.6,14,23
1/11/2021,120,77,0,197,416.8,14,24
1/12/2021,120,77,0,197,424.4,14,27
1/13/2021,120,77,0,197,466,14,25
1/14/2021,120,77,0,197,418.8,14,19
1/15/2021,120,77,0,197,444.2,14,17
1/16/2021,120,77,0,197,456.4,14,19
1/17/2021,120,77,0,197,495.4,14,17
1/18/2021,120,77,0,197,492,14,15
1/19/2021,108,77,0,185,536,13,17
1/20/2021,120,77,0,197,525.8,13,12
1/21/2021,120,77,0,197,512.6,13,15
1/22/2021,120,77,0,197,461.6,14,16
1/23/2021,120,77,0,197,498,14,17
1/24/2021,120,77,0,197,474.8,14,17
1/25/2021,120,77,0,197,477.2,14,18
1/26/2021,120,77,0,197,482,14,19
1/27/2021,120,77,0,197,475.8,14,21
1/28/2021,120,77,0,197,470.2,14,15
1/29/2021,120,77,0,197,547.4,14,13
1/30/2021,120,77,0,197,473,14,17
1/31/2021,120,77,0,197,465.2,14,19
2/1/2021,120,77,0,197,416.6,14,23
2/2/2021,120,77,0,197,447,14,26
2/3/2021,120,77,0,197,401,14,26
2/4/2021,120,77,0,197,454.8,14,19
2/5/2021,120,77,0,197,443,14,18
2/6/2021,120,77,0,197,433,14,17
2/7/2021,120,77,0,197,402,14,20
2/8/2021,120,77,0,197,422.4,14,27
2/9/2021,120,77,0,197,381,14,25
2/10/2021,120,77,0,197,389.6,15,21
2/11/2021,120,77,0,197,409.8,14,20
2/12/2021,120,77,0,197,382.6,15,18
2/13/2021,120,77,0,197,399.6,15,19
2/14/2021,120,77,0,197,422.4,14,19
2/15/2021,120,77,0,197,408.8,14,18
2/16/2021,120,77,0,197,472.6,14,16
2/17/2021,120,77,0,197,515.6,12,11
2/18/2021,120,77,0,197,520,11,12
2/19/2021,120,77,0,197,553.4,11,14
2/20/2021,120,77,0,197,544.2,11,15
2/21/2021,120,77,0,197,466.4,12,15
2/22/2021,120,77,0,197,473.8,13,18
2/23/2021,120,77,0,197,497.8,12,17
2/24/2021,120,77,0,197,440.6,13,18
2/25/2021,120,77,0,197,405.4,14,18
2/26/2021,120,77,0,197,410.4,14,20
2/27/2021,120,77,0,197,409,13,21
2/28/2021,108,77,0,185,438.6,13,18
3/1/2021,108,77,0,185,447,12,17
3/2/2021,108,77,0,185,435.8,13,17
3/3/2021,108,77,0,185,424,13,15
3/4/2021,108,77,0,185,457,13,14
3/5/2021,108,77,0,185,387.6,13,18
3/6/2021,108,77,0,185,418.4,13,20
3/7/2021,108,77,0,185,417.4,13,19
3/8/2021,108,77,0,185,413.2,13,19
3/9/2021,108,77,0,185,406,13,25
3/10/2021,108,77,0,185,423.2,13,33
3/11/2021,108,77,0,185,403,14,19
3/12/2021,108,77,0,185,393.8,13,17
3/13/2021,108,77,0,185,405.4,13,18
3/14/2021,108,77,0,185,396.2,13,19
3/15/2021,108,77,0,185,414,14,20
3/16/2021,108,77,0,185,412.2,14,20
3/17/2021,120,77,0,197,378,15,20
3/18/2021,120,77,0,197,387,15,18
3/19/2021,120,77,0,197,346.2,16,19
3/20/2021,120,77,0,197,367.2,15,24
3/21/2021,120,77,0,197,354,16,29
3/22/2021,108,70,0,178,412.2,13,30
3/23/2021,108,70,0,178,398.6,14,30
3/24/2021,108,77,0,185,397.4,14,19
3/25/2021,120,77,0,197,370.8,15,18
3/26/2021,120,77,0,197,395,15,14
3/27/2021,120,77,0,197,366.6,15,16
3/28/2021,120,77,0,197,396.2,14,18
3/29/2021,120,77,0,197,381.6,15,18
3/30/2021,120,77,0,197,390.4,14,18
3/31/2021,120,77,0,197,376.2,15,18
4/1/2021,120,77,0,197,396.4,15,19
4/2/2021,120,77,0,197,363.2,15,16
4/3/2021,120,77,0,197,387.2,15,19
4/4/2021,120,77,0,197,357.6,15,21
4/5/2021,120,77,0,197,357.6,15,26
4/6/2021,120,77,0,197,350.8,15,33
4/7/2021,120,77,0,197,344,15,28
4/8/2021,120,77,0,197,350,16,22
4/9/2021,120,77,0,197,330.6,16,20
4/10/2021,120,77,0,197,398.6,15,15
4/11/2021,120,77,0,197,362.4,15,17
4/12/2021,120,77,0,197,389,14,18
4/13/2021,120,77,0,197,350.4,16,20
4/14/2021,120,77,0,197,337,16,22
4/15/2021,120,77,0,197,352.6,15,25
4/16/2021,120,77,0,197,336,16,26
4/17/2021,120,77,0,197,335.6,15,28
4/18/2021,120,70,0,190,317.8,15,38
4/19/2021,120,70,0,190,341.2,15,41
4/20/2021,120,70,0,190,330.2,16,24
4/21/2021,120,50,0,170,327,14,22
4/22/2021,120,70,0,190,341.2,16,22
4/23/2021,120,70,0,190,314.6,17,23
4/24/2021,120,70,0,190,329.4,16,24
4/25/2021,120,70,0,190,316.2,16,29
4/26/2021,120,70,0,190,337,15,20
4/27/2021,120,70,0,190,318.4,16,22
4/28/2021,120,70,0,190,316.4,16,25
4/29/2021,120,70,0,190,328,16,29
4/30/2021,120,70,0,190,306.4,17,31
5/1/2021,120,70,0,190,311.6,17,30
5/2/2021,120,70,0,190,310,17,29
5/3/2021,120,70,0,190,322.6,17,31
5/4/2021,120,70,0,190,317,16,31
5/5/2021,120,70,0,190,323.8,15,32
5/6/2021,120,70,0,190,315,15,30
5/7/2021,120,70,0,190,314,16,29
5/8/2021,120,70,0,190,319,16,32
5/9/2021,120,60,0,180,376,13,37
5/10/2021,120,70,0,190,359.8,15,28
5/11/2021,96,54,0,150,363.6,12,26
5/12/2021,84,50,0,134,411.2,9,27
5/13/2021,84,50,0,134,354,9,25
5/14/2021,72,50,0,122,338.8,9,26
5/15/2021,60,45,0,105,369.6,7,26
5/16/2021,60,45,0,105,398.2,7,30
5/17/2021,60,45,0,105,423.4,7,26
5/18/2021,60,45,0,105,484,6,26
5/19/2021,48,45,0,93,436,5,26
5/20/2021,48,45,0,93,504.3,5,28
5/21/2021,60,45,0,105,540.7,4,27
5/22/2021,48,45,0,93,570.2,4,24
5/23/2021,60,45,0,105,570.5,4,25
5/24/2021,60,45,0,105,580.2,4,27
5/25/2021,72,45,0,117,578.9,5,29
5/26/2021,72,45,0,117,518.5,6,30
5/27/2021,72,45,0,117,564,5,30
5/28/2021,72,45,0,117,547.7,5,29
5/29/2021,72,45,0,117,576,6,27
5/30/2021,84,45,0,129,582.5,7,30
5/31/2021,120,45,0,165,468.8,10,39
6/1/2021,120,45,0,165,408,11,29
6/2/2021,120,45,0,165,420.6,11,26
6/3/2021,120,45,0,165,414.4,12,26
6/4/2021,120,45,0,165,361,13,25
6/5/2021,120,45,0,165,401,13,26
6/6/2021,120,45,0,165,399.6,12,27
6/7/2021,120,45,0,165,386.8,12,26
6/8/2021,120,45,0,165,396.8,12,26
6/9/2021,108,45,0,153,421,11,32
6/10/2021,108,45,0,153,411.8,10,30
6/11/2021,108,45,0,153,370.2,11,30
6/12/2021,108,45,0,153,413,10,32
6/13/2021,108,45,0,153,421.2,10,30
6/14/2021,120,45,0,165,409.6,11,27
6/15/2021,120,45,0,165,404,11,27
6/16/2021,120,45,0,165,409.2,11,27
6/17/2021,120,45,0,165,389.4,12,27
6/18/2021,120,45,0,165,342,13,27
6/19/2021,120,45,0,165,395.4,12,28
6/20/2021,120,45,0,165,396.2,12,28
6/21/2021,120,45,0,165,413.6,11,30
6/22/2021,120,45,0,165,413.6,11,30
6/23/2021,120,45,0,165,403.8,11,29
6/24/2021,120,45,0,165,409,11,30
6/25/2021,120,45,0,165,368,12,32
6/26/2021,120,45,0,165,410,11,30
6/27/2021,120,45,0,165,430.8,11,33
6/28/2021,120,65,0,185,428.2,11,34
6/29/2021,120,65,0,185,415.8,12,33
6/30/2021,120,65,0,185,421,12,33
7/1/2021,120,65,0,185,425.2,12,33
7/2/2021,120,65,0,185,374.4,13,33
7/3/2021,120,65,0,185,424.4,12,33
7/4/2021,120,65,0,185,430.6,12,30
7/5/2021,120,65,0,185,413.8,12,30
7/6/2021,120,65,0,185,412,12,29
7/7/2021,120,65,0,185,411,12,30
7/8/2021,108,65,0,173,437.6,11,31
7/9/2021,120,65,0,185,370.6,13,32
7/10/2021,120,65,0,185,420.6,12,31
7/11/2021,120,65,0,185,419.8,12,31
7/12/2021,120,65,0,185,439.8,12,32
7/13/2021,120,65,0,185,444,12,31
7/14/2021,120,65,0,185,431.6,12,30
7/15/2021,120,65,0,185,441,12,31
7/16/2021,120,65,0,185,396.2,13,31
7/17/2021,120,65,0,185,424.2,12,32
7/18/2021,120,90,0,210,442.2,12,33
7/19/2021,120,90,0,210,420.4,13,31
7/20/2021,120,90,0,210,367.6,15,32
7/21/2021,120,90,0,210,360.6,15,32
7/22/2021,120,90,0,210,361.4,15,31
7/23/2021,120,90,0,210,354.2,15,31
7/24/2021,120,90,0,210,406.6,14,30
7/25/2021,120,80,0,200,424,13,32
7/26/2021,120,90,0,210,425.8,13,31
7/27/2021,120,90,0,210,438.6,13,31
7/28/2021,120,90,0,210,428,13,32
7/29/2021,120,90,0,210,433.4,13,32
7/30/2021,108,90,0,198,376.2,14,31
7/31/2021,120,70,0,190,426.6,12,34
8/1/2021,120,90,0,210,448.6,13,34
8/2/2021,108,90,0,198,437.2,12,35
8/3/2021,120,88,0,208,410,14,36
8/4/2021,120,88,0,208,429.8,13,37
8/5/2021,120,88,0,208,452.2,13,37
8/6/2021,120,88,0,208,387.4,14,37
8/7/2021,120,88,0,208,435.9,13,36
8/8/2021,120,88,0,208,450,12,32
8/9/2021,120,88,0,208,447.6,13,32
8/10/2021,120,88,0,208,432.6,13,32
8/11/2021,120,88,0,208,442,13,32
8/12/2021,120,88,0,208,432,13,33
8/13/2021,120,88,0,208,388.1,14,35
8/14/2021,120,88,0,208,426.6,13,32
8/15/2021,120,88,0,208,443.4,13,32
8/16/2021,120,88,0,208,440.4,13,32
8/17/2021,120,88,0,208,432.2,13,31
8/18/2021,120,88,0,208,421.2,13,31
8/19/2021,120,88,0,208,416.2,13,31
8/20/2021,120,88,0,208,366.2,14,31
8/21/2021,120,88,0,208,435.8,13,32
8/22/2021,120,88,0,208,445,13,32
8/23/2021,120,88,0,208,419,13,31
8/24/2021,120,88,0,208,426.2,13,31
8/25/2021,120,88,0,208,424.2,13,31
8/26/2021,120,88,0,208,426.8,13,33
8/27/2021,120,88,0,208,389.8,14,33
8/28/2021,120,88,0,208,431.2,13,33
8/29/2021,120,88,0,208,444,13,32
8/30/2021,120,88,0,208,440.6,13,32
8/31/2021,120,88,0,208,431,13,31
9/1/2021,120,88,0,208,430.8,13,30
9/2/2021,120,88,0,208,404.8,13,30
9/3/2021,120,88,0,208,359,14,30
9/4/2021,120,88,0,208,417.4,14,31
9/5/2021,120,88,0,208,411.6,13,31
9/6/2021,108,88,0,196,425,13,30
9/7/2021,120,88,0,208,418.2,13,31
9/8/2021,120,88,0,208,414,14,32
9/9/2021,120,88,0,208,411.4,14,35
9/10/2021,120,88,0,208,368.2,14,30
9/11/2021,120,88,0,208,393.4,15,29
9/12/2021,120,88,0,208,393.4,15,29
9/13/2021,120,88,0,208,395.2,15,34
9/14/2021,120,88,0,208,409.4,14,30
9/15/2021,120,88,0,208,398,14,30
9/16/2021,120,88,0,208,378.6,15,29
9/17/2021,120,88,0,208,319.4,16,29
9/18/2021,120,88,0,208,366.6,16,30
9/19/2021,120,88,0,208,378.8,15,30
9/20/2021,120,62,0,182,403.2,13,31
9/21/2021,120,62,0,182,421.2,12,32
9/22/2021,120,62,0,182,407,12,31
9/23/2021,120,62,0,182,396.6,13,29
9/24/2021,120,62,0,182,340.8,14,27
9/25/2021,120,62,0,182,355.2,15,29
9/26/2021,120,62,0,182,375.6,14,30
9/27/2021,120,62,0,182,386.8,14,28
9/28/2021,120,62,0,182,385.4,14,28
9/29/2021,120,62,0,182,373.6,14,29
9/30/2021,120,62,0,182,372.8,14,28
10/1/2021,120,62,0,182,330.2,16,29
10/2/2021,120,62,0,182,368.6,14,29
10/3/2021,120,62,0,182,380.4,14,28
10/4/2021,120,62,0,182,368,15,28
10/5/2021,120,62,0,182,362.6,14,28
10/6/2021,120,62,0,182,360.6,15,27
10/7/2021,120,62,0,182,347.8,15,29
10/8/2021,120,62,0,182,332.4,16,30
10/9/2021,120,62,0,182,368.4,15,30
10/10/2021,120,62,0,182,374.8,15,30
10/11/2021,120,62,0,182,364.6,15,30
10/12/2021,120,62,0,182,392.8,14,28
10/13/2021,120,62,0,182,378.6,14,30
10/14/2021,120,68,0,188,379.4,14,30
10/15/2021,120,68,0,188,327.2,16,30
10/16/2021,120,68,0,188,366.4,15,31
10/17/2021,120,68,0,188,356.6,15,28
10/18/2021,120,68,0,188,353.4,15,27
10/19/2021,120,68,0,188,351.4,15,26
10/20/2021,120,68,0,188,354,15,27
10/21/2021,120,68,0,188,352,15,26
10/22/2021,120,68,0,188,306.2,16,26
10/23/2021,120,68,0,188,341,16,26
10/24/2021,120,68,0,188,338.4,16,23
10/25/2021,120,68,0,188,347.6,15,25
10/26/2021,120,68,0,188,342.6,15,26
10/27/2021,120,68,0,188,347.6,15,26
10/28/2021,120,68,0,188,348.8,15,31
10/29/2021,120,68,0,188,324.8,16,31
10/30/2021,120,68,0,188,372.8,15,27
10/31/2021,120,68,0,188,377.8,15,32
11/1/2021,120,68,0,188,399.6,14,29
11/2/2021,120,68,0,188,354.6,15,26
11/3/2021,120,68,0,188,362.8,15,26
11/4/2021,120,68,0,188,355.2,15,26
11/5/2021,120,68,0,188,330.6,16,28
11/6/2021,120,68,0,188,352.2,15,30
11/7/2021,120,45,0,165,375.6,13,30
11/8/2021,120,45,0,165,388.6,13,31
11/9/2021,120,68,0,188,388,14,31
11/10/2021,120,68,0,188,378.8,15,25
11/11/2021,120,68,0,188,375,15,23
11/12/2021,120,70,0,190,343.4,16,26
11/13/2021,120,70,0,190,380.6,15,31
11/14/2021,120,70,0,190,366.2,15,31
11/15/2021,120,70,0,190,364,16,24
11/16/2021,120,70,0,190,380,15,24
11/17/2021,120,70,0,190,381.4,16,25
11/18/2021,120,70,0,190,381,15,24
11/19/2021,120,62,0,182,344.8,15,20
11/20/2021,120,68,0,188,390.6,15,19
11/21/2021,120,68,0,188,412.4,14,22
11/22/2021,120,72,0,192,374,15,23
11/23/2021,120,72,0,192,371.8,15,23
11/24/2021,120,72,0,192,373.2,15,23
11/25/2021,120,72,0,192,373.8,15,23
11/26/2021,120,72,0,192,337.4,17,23
11/27/2021,120,72,0,192,350.2,16,25
11/28/2021,120,72,0,192,354.2,16,28
11/29/2021,120,70,0,190,372.6,15,32
11/30/2021,120,68,0,188,371.2,15,30
12/1/2021,120,72,0,192,405.8,15,19
12/2/2021,120,72,0,192,360.8,16,20
12/3/2021,120,72,0,192,360.8,16,21
12/4/2021,120,58,0,178,396.6,14,24
12/5/2021,120,55,0,175,447.6,11,20
12/6/2021,120,72,0,192,407.8,13,23
12/7/2021,120,72,0,192,449.4,13,20
12/8/2021,120,72,0,192,453.2,13,19
12/9/2021,120,72,0,192,423.4,13,19
12/10/2021,120,72,0,192,399.6,14,25
12/11/2021,120,72,0,192,404.2,14,25
12/12/2021,120,72,0,192,401.4,14,26
12/13/2021,120,72,0,192,421.6,14,23
12/14/2021,120,72,0,192,429.2,14,22
12/15/2021,120,72,0,192,404.8,14,18
12/16/2021,120,72,0,192,403.2,14,17
12/17/2021,120,78,0,198,453,13,17
12/18/2021,120,78,0,198,441.6,13,17
12/19/2021,120,78,0,198,458.2,12,18
12/20/2021,120,78,0,198,543.4,12,13
12/21/2021,120,78,0,198,521.8,11,15
12/22/2021,120,78,0,198,503,12,17
12/23/2021,120,80,0,200,533,12,16
12/24/2021,120,80,0,200,497.4,12,14
12/25/2021,120,80,0,200,483.2,12,16
12/26/2021,120,80,0,200,439.8,13,17
12/27/2021,120,80,0,200,493,12,16
12/28/2021,120,80,0,200,482,12,18
12/29/2021,120,80,0,200,501,12,18
12/30/2021,120,80,0,200,472,12,20
12/31/2021,120,80,0,200,458.6,13,21
1/1/2022,120,80,0,200,476.8,12,18
1/2/2022,120,80,0,200,455.6,12,19
1/3/2022,120,80,0,200,472.2,12,19
1/4/2022,120,80,0,200,495.8,12,18
1/5/2022,120,80,0,200,506,12,18
1/6/2022,120,80,0,200,459,12,21
1/7/2022,120,80,0,200,436,13,20
1/8/2022,120,80,0,200,454,13,21
1/9/2022,120,80,0,200,474,12,22
1/10/2022,120,80,0,200,494,12,18
1/11/2022,120,80,0,200,479,12,20
1/12/2022,120,80,0,200,486,12,22
1/13/2022,120,80,0,200,468,12,19
1/14/2022,120,80,0,200,534,12,15
1/15/2022,120,80,0,200,588,12,13
1/16/2022,120,70,0,190,619,10,13
1/17/2022,120,80,0,200,576,11,13
1/18/2022,120,80,0,200,553,11,12
1/19/2022,120,80,0,200,649.82,10,15
1/20/2022,120,80,0,200,613.4,10,14
1/21/2022,120,80,0,200,544.22,12,16
1/22/2022,120,80,0,200,558.02,12,16
1/23/2022,120,85,0,205,613,11,16
1/24/2022,120,90,0,210,633.14,10,11
1/25/2022,120,90,0,210,565.04,11,15
1/26/2022,120,90,0,210,664.54,10,14
1/27/2022,120,90,0,210,668.98,10,15
1/28/2022,120,90,0,210,645.04,10,12
1/29/2022,120,90,0,210,594.08,11,15
1/30/2022,120,90,0,210,562.96,11,17
1/31/2022,120,90,0,210,568.6,11,17
2/1/2022,120,85,0,205,558.5,11,18
2/2/2022,120,85,0,205,527,11,21
2/3/2022,120,85,0,205,501.1,12,21
2/4/2022,120,85,0,205,538.96,11,16
2/5/2022,120,85,0,205,569.84,11,16
2/6/2022,120,85,0,205,502.58,12,17
2/7/2022,120,85,0,205,508.38,12,19
2/8/2022,120,85,0,205,458.16,12,21
2/9/2022,120,85,0,205,523.26,12,18
2/10/2022,120,85,0,205,578.12,11,15
2/11/2022,120,85,0,205,510.92,11,17
2/12/2022,120,85,0,205,458.9,12,18
2/13/2022,120,85,0,205,487.8,12,20
2/14/2022,120,85,0,205,458.96,12,18
2/15/2022,120,85,0,205,470.58,12,18
2/16/2022,120,84,0,204,442.42,12,18
2/17/2022,120,85,0,205,476.52,12,18
2/18/2022,120,85,0,205,461.12,12,19
2/19/2022,120,85,0,205,503.92,11,16
2/20/2022,120,85,0,205,483.52,12,17
2/21/2022,120,85,0,205,449.58,12,19
2/22/2022,120,85,0,205,427.18,13,21
2/23/2022,120,85,0,205,409.08,13,27
2/24/2022,120,85,0,205,394.98,13,18
2/25/2022,120,85,0,205,463.92,12,15
2/26/2022,120,85,0,205,472.22,12,16
2/27/2022,120,85,0,205,454.3,12,19
2/28/2022,120,85,0,205,408.5,13,20
3/1/2022,96,75,0,171,450.84,12,20
3/2/2022,96,75,0,171,463.22,12,23
3/3/2022,108,85,0,193,458.38,12,17
3/4/2022,120,85,0,205,453.54,12,17
3/5/2022,120,85,0,205,415.78,13,19
3/6/2022,120,85,0,205,431.16,13,26
3/7/2022,120,80,0,200,407.24,13,20
3/8/2022,120,80,0,200,397.96,13,20
3/9/2022,120,80,0,200,421.32,13,19
3/10/2022,120,80,0,200,413.48,13,18
3/11/2022,120,80,0,200,480.68,12,15
3/12/2022,120,80,0,200,529.08,11,14
3/13/2022,120,80,0,200,528.28,11,14
3/14/2022,120,80,0,200,509.84,11,14
3/15/2022,120,80,0,200,553.62,11,13
3/16/2022,120,80,0,200,518.14,11,15
3/17/2022,120,80,0,200,513.64,11,16
3/18/2022,108,80,0,188,481.76,12,17
3/19/2022,120,80,0,200,475.24,12,17
3/20/2022,110,85,0,195,494.64,12,15
3/21/2022,120,85,0,205,531.6,11,15
3/22/2022,120,85,0,205,465.6,12,16
3/23/2022,120,85,0,205,481.16,12,16
3/24/2022,120,85,0,205,486.04,12,16
3/25/2022,120,85,0,205,509.56,11,16
3/26/2022,120,85,0,205,447.98,12,18
3/27/2022,120,85,0,205,440.16,12,18
3/28/2022,120,80,0,200,424.3,12,20
3/29/2022,120,80,0,200,394.78,13,25
3/30/2022,120,80,0,200,403.18,13,21
3/31/2022,120,80,0,200,385.06,13,22
4/1/2022,120,80,0,200,401.1,13,28
4/2/2022,120,80,0,200,392.42,13,29
4/3/2022,120,80,0,200,368.88,14,25
4/4/2022,120,80,0,200,384.34,14,26
4/5/2022,120,80,0,200,365.34,14,32
4/6/2022,120,80,0,200,347.28,14,34
4/7/2022,120,80,0,200,339.6,15,29
4/8/2022,120,80,0,200,365.44,14,26
4/9/2022,120,80,0,200,342.72,15,22
4/10/2022,120,80,0,200,359.74,14,23
4/11/2022,120,80,0,200,349.92,14,22
4/12/2022,120,80,0,200,359.08,14,20
4/13/2022,120,80,0,200,347.18,14,20
4/14/2022,120,80,0,200,350.14,14,21
